torchbatch:
0.044320106506347656
0.040987253189086914
0.045536041259765625
0.04616212844848633
0.06453847885131836
0.07047200202941895
0.0531008243560791
0.09063482284545898
0.05989193916320801
torchsplit:
0.04786324501037598
0.05175423622131348
0.10440230369567871
0.0749058723449707
0.05387568473815918
0.10284209251403809
0.10632729530334473
0.12337708473205566
0.13601326942443848
